Halstead_b,Halstead_d,Halstead_e,Halstead_i,Halstead_l,Halstead_lOBlank,Halstead_lOCode,Halstead_lOComment,Halstead_n,Halstead_t,Halstead_v,McCabe_ev(g),McCabe_iv(g),McCabe_loc,McCabe_v(g),SOFTWARE,branchCount,defects,locCodeAndComment,total_Op,total_Opnd,uniq_Op,uniq_Opnd
0.02,3.33,219.1,19.72,0.3,2,5,0,19.0,12.17,65.73,1.0,1.0,9.0,1.0,1,1,0,0,11,8,5,6
0.09,16.5,4367.55,16.04,0.06,7,20,0,57.0,242.64,264.7,1.0,3.0,29.0,4.0,1,7,0,0,35,22,15,10
0.05,5.6,817.31,26.06,0.18,1,4,0,35.0,45.41,145.95,1.0,2.0,7.0,2.0,1,3,0,0,21,14,8,10
0.05,4.27,694.82,38.17,0.23,1,11,0,36.0,38.6,162.85,1.0,2.0,15.0,2.0,1,3,0,0,20,16,8,15
0.02,3.5,175.66,14.34,0.29,0,3,0,14.0,9.76,50.19,1.0,1.0,5.0,1.0,1,1,0,0,9,5,7,5
0.02,3.6,174.36,13.45,0.28,1,4,0,14.0,9.69,48.43,1.0,1.0,7.0,1.0,1,1,0,0,8,6,6,5
0.05,7.22,1043.09,20.0,0.14,1,4,0,34.0,57.95,144.43,1.0,2.0,7.0,2.0,1,3,0,0,21,13,10,9
0.33,22.5,22370.43,44.19,0.04,1,34,0,180.0,1242.8,994.24,9.0,11.0,40.0,11.0,1,21,0,2,110,70,18,28
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1,1,0,0,0,0,0,0
0.61,33.11,60796.23,55.45,0.03,12,85,12,288.0,3377.57,1836.01,5.0,13.0,120.0,15.0,1,27,0,6,171,117,30,53
0.09,6.94,1836.14,38.07,0.14,2,17,0,55.0,102.01,264.4,1.0,2.0,21.0,2.0,1,3,0,0,30,25,10,18
0.1,10.83,3176.86,27.07,0.09,4,15,2,61.0,176.49,293.25,4.0,4.0,23.0,4.0,1,7,0,0,36,25,13,15
0.38,16.0,18011.96,70.36,0.06,8,48,4,193.0,1000.66,1125.75,12.0,12.0,64.0,12.0,1,23,0,2,111,82,16,41
0.08,10.08,2417.47,23.78,0.1,3,12,5,53.0,134.3,239.75,1.0,2.0,22.0,3.0,1,5,0,0,31,22,11,12
4.76,93.41,1334647.45,152.95,0.01,129,441,4,2058.0,74147.08,14287.69,165.0,147.0,591.0,165.0,1,329,0,15,1361,697,26,97
0.02,3.6,174.36,13.45,0.28,1,4,0,14.0,9.69,48.43,1.0,1.0,7.0,1.0,1,1,0,0,8,6,6,5
0.22,26.71,17829.93,24.98,0.04,6,39,0,123.0,990.55,667.43,5.0,7.0,47.0,8.0,1,15,0,0,72,51,22,21
0.02,4.2,225.85,12.8,0.24,2,4,0,15.0,12.55,53.77,1.0,1.0,8.0,1.0,1,1,0,0,9,6,7,5
1.13,48.53,165213.31,70.14,0.02,16,85,11,527.0,9178.52,3404.12,30.0,24.0,129.0,32.0,1,63,0,15,319,208,28,60
0.09,15.75,4354.63,17.55,0.06,1,15,0,62.0,241.92,276.48,5.0,4.0,18.0,5.0,1,9,0,0,44,18,14,8
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,7.0,73.0,7.0,1,11,0,0,0,0,0,0
0.01,3.0,81.0,9.0,0.33,0,2,0,9.0,4.5,27.0,1.0,1.0,4.0,1.0,1,1,0,0,7,2,6,2
0.18,23.5,12690.0,22.98,0.04,5,29,11,108.0,705.0,540.0,3.0,4.0,50.0,10.0,1,19,0,0,61,47,16,16
0.18,30.0,16483.38,18.31,0.03,2,18,0,108.0,915.74,549.45,1.0,2.0,22.0,3.0,1,5,0,0,66,42,20,14
0.14,9.8,4139.97,43.07,0.1,2,15,0,83.0,230.0,422.26,1.0,2.0,17.0,2.0,1,3,0,0,42,41,11,23
0.59,22.87,40702.66,77.83,0.04,5,58,0,317.0,2261.26,1779.86,1.0,3.0,63.0,3.0,1,5,0,0,159,158,11,38
0.09,8.82,2357.55,30.28,0.11,4,14,0,55.0,130.97,267.19,3.0,2.0,20.0,4.0,1,7,0,0,30,25,12,17
0.33,19.53,19414.7,50.93,0.05,5,51,7,167.0,1078.59,994.35,8.0,8.0,65.0,13.0,1,25,0,0,96,71,22,40
0.16,15.55,7578.99,31.36,0.06,4,22,4,91.0,421.05,487.54,3.0,3.0,32.0,4.0,1,7,0,0,55,36,19,22
0.33,24.29,24191.92,40.99,0.04,3,37,0,201.0,1344.0,995.79,1.0,3.0,42.0,4.0,1,7,0,0,142,59,14,17
0.06,7.7,1319.01,22.25,0.13,3,13,0,39.0,73.28,171.3,1.0,3.0,18.0,3.0,1,5,0,0,25,14,11,10
0.48,31.16,44408.26,45.73,0.03,6,64,0,250.0,2467.13,1425.11,6.0,6.0,72.0,7.0,1,13,0,0,158,92,21,31
0.45,18.75,25368.9,72.16,0.05,31,48,8,230.0,1409.38,1353.01,1.0,2.0,87.0,2.0,1,3,0,0,120,110,15,44
0.57,24.32,41232.7,69.74,0.04,9,62,5,269.0,2290.71,1695.72,5.0,5.0,83.0,7.0,1,13,0,7,143,126,22,57
0.86,39.94,103571.6,64.93,0.03,5,79,0,426.0,5753.98,2593.26,5.0,5.0,84.0,7.0,1,13,0,0,220,206,19,49
1.3,35.67,139425.57,109.59,0.03,6,128,18,564.0,7745.87,3908.94,8.0,9.0,152.0,23.0,1,45,0,0,313,251,27,95
1.14,34.77,119047.18,98.49,0.03,18,108,24,503.0,6613.73,3424.1,6.0,13.0,150.0,17.0,1,33,0,0,273,230,26,86
0.83,34.89,87390.38,71.77,0.03,13,63,0,419.0,4855.02,2504.48,1.0,2.0,76.0,2.0,1,3,0,0,214,205,16,47
0.16,11.31,5466.1,42.73,0.09,3,23,3,88.0,303.67,483.28,1.0,2.0,29.0,2.0,1,3,0,0,47,41,16,29
0.32,20.96,19925.58,45.37,0.05,8,30,6,166.0,1106.98,950.83,1.0,2.0,44.0,2.0,1,3,0,0,91,75,19,34
0.51,19.15,29217.49,79.65,0.05,5,41,3,242.0,1623.19,1525.51,1.0,3.0,49.0,3.0,1,5,0,0,129,113,20,59
0.41,19.2,23561.24,63.9,0.05,3,42,3,203.0,1308.96,1227.01,3.0,3.0,48.0,5.0,1,9,0,0,108,95,19,47
0.17,11.73,6027.31,43.78,0.09,2,21,0,93.0,334.85,513.69,3.0,2.0,23.0,3.0,1,5,0,0,49,44,16,30
0.03,6.43,565.71,13.69,0.16,0,8,0,22.0,31.43,88.0,1.0,1.0,8.0,2.0,1,3,0,0,12,10,9,7
0.19,13.19,7344.82,42.22,0.08,3,26,0,102.0,408.05,556.86,1.0,2.0,29.0,5.0,1,9,0,0,51,51,15,29
0.04,4.36,588.59,30.91,0.23,0,6,0,33.0,32.7,134.89,1.0,1.0,6.0,1.0,1,1,0,0,17,16,6,11
0.06,11.43,2187.86,16.75,0.09,1,8,0,49.0,121.55,191.44,1.0,1.0,11.0,2.0,1,3,0,0,29,20,8,7
0.16,12.09,5688.33,38.91,0.08,2,22,1,91.0,316.02,470.46,4.0,5.0,28.0,5.0,1,9,0,1,53,38,14,22
0.13,11.14,4433.21,35.75,0.09,3,17,0,77.0,246.29,398.08,1.0,2.0,20.0,2.0,1,3,0,0,42,35,14,22
0.73,26.21,57631.0,83.89,0.04,9,62,9,353.0,3201.72,2198.77,8.0,5.0,80.0,8.0,1,15,0,0,187,166,18,57
0.06,11.43,2187.86,16.75,0.09,1,8,0,49.0,121.55,191.44,1.0,1.0,11.0,2.0,1,3,0,0,29,20,8,7
0.09,5.85,1563.06,45.67,0.17,1,14,0,55.0,86.84,267.19,1.0,2.0,15.0,2.0,1,3,0,0,29,26,9,20
0.01,1.5,24.38,10.84,0.67,0,3,0,7.0,1.35,16.25,1.0,1.0,5.0,1.0,1,1,0,0,5,2,3,2
0.03,5.83,466.67,13.71,0.17,2,6,0,20.0,25.93,80.0,3.0,2.0,10.0,3.0,1,5,0,0,13,7,10,6
0.13,24.67,9960.84,16.37,0.04,4,19,0,84.0,553.38,403.82,1.0,3.0,27.0,3.0,1,5,0,0,47,37,16,12
0.12,21.82,7998.78,16.8,0.05,3,21,3,74.0,444.38,366.61,8.0,5.0,29.0,8.0,1,15,0,0,50,24,20,11
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,1.0,1.0,4.0,1.0,1,1,0,0,3,1,3,1
0.09,8.88,2321.93,29.42,0.11,4,12,3,57.0,129.0,261.33,1.0,1.0,21.0,2.0,1,3,0,0,36,21,11,13
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,1.0,14.0,4.0,1,7,0,0,0,0,0,0
0.06,8.91,1613.53,20.33,0.11,2,15,0,39.0,89.64,181.11,5.0,3.0,19.0,5.0,1,9,0,0,25,14,14,11
0.07,7.68,1725.82,29.25,0.13,0,19,0,49.0,95.88,224.66,1.0,2.0,21.0,5.0,1,6,0,0,36,13,13,11
0.19,15.71,9078.23,36.76,0.06,0,14,0,126.0,504.35,577.71,16.0,16.0,17.0,16.0,1,31,0,1,82,44,10,14
1.24,54.64,203486.65,68.15,0.02,43,150,57,581.0,11304.81,3723.86,17.0,8.0,258.0,22.0,1,43,0,5,333,248,26,59
0.02,5.25,244.16,8.86,0.19,1,6,0,14.0,13.56,46.51,1.0,2.0,9.0,2.0,1,3,0,0,7,7,6,4
0.04,8.13,948.66,14.37,0.12,1,9,0,28.0,52.7,116.76,1.0,2.0,12.0,3.0,1,5,0,0,15,13,10,8
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5.0,3.0,33.0,6.0,1,11,0,0,0,0,0,0
0.04,11.25,1498.68,11.84,0.09,3,7,4,36.0,83.26,133.22,1.0,2.0,16.0,2.0,1,3,0,0,26,10,9,4
0.61,39.79,73258.25,46.26,0.03,5,68,3,317.0,4069.9,1840.93,5.0,6.0,79.0,15.0,1,29,0,0,194,123,22,34
0.21,14.22,9029.3,44.64,0.07,4,25,7,117.0,501.63,634.87,1.0,2.0,39.0,3.0,1,5,0,0,69,48,16,27
0.34,26.25,26951.11,39.11,0.04,8,47,7,181.0,1497.28,1026.71,7.0,8.0,65.0,8.0,1,15,0,0,106,75,21,30
0.31,28.88,26640.98,31.95,0.03,5,30,8,168.0,1480.05,922.63,4.0,5.0,46.0,5.0,1,9,0,0,102,66,21,24
0.35,40.77,42810.26,25.75,0.02,7,50,7,188.0,2378.35,1049.97,8.0,2.0,68.0,9.0,1,16,0,0,119,69,26,22
0.05,7.56,1060.12,18.54,0.13,2,12,2,33.0,58.9,140.18,1.0,2.0,20.0,3.0,1,5,0,0,22,11,11,8
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,21.0,2.0,1,3,0,0,0,0,0,0
0.12,12.86,4472.13,27.05,0.08,4,21,0,74.0,248.45,347.83,1.0,3.0,25.0,3.0,1,5,0,0,44,30,12,14
0.04,14.0,1534.73,7.83,0.07,1,11,0,33.0,85.26,109.62,1.0,3.0,14.0,3.0,1,5,0,0,21,12,7,3
0.13,19.38,7465.9,19.87,0.05,5,16,1,81.0,414.77,385.15,1.0,3.0,24.0,6.0,1,11,0,0,45,36,14,13
0.06,9.1,1543.76,18.64,0.11,2,9,0,37.0,85.76,169.64,1.0,2.0,13.0,2.0,1,3,0,0,24,13,14,10
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5.0,6.0,20.0,10.0,1,19,0,0,0,0,0,0
0.1,18.4,5275.77,15.58,0.05,3,18,3,61.0,293.1,286.73,3.0,3.0,26.0,5.0,1,9,0,0,38,23,16,10
0.15,19.38,8814.72,23.48,0.05,5,26,0,88.0,489.71,454.95,6.0,3.0,33.0,6.0,1,11,0,0,57,31,20,16
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,3.0,25.0,5.0,1,9,0,0,0,0,0,0
0.11,18.75,6164.28,17.53,0.05,3,18,0,67.0,342.46,328.76,4.0,2.0,23.0,4.0,1,7,0,0,42,25,18,12
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,2.0,8.0,3.0,1,5,0,0,0,0,0,0
0.02,5.25,369.2,13.4,0.19,1,8,0,18.0,20.51,70.32,3.0,2.0,9.0,3.0,1,5,0,0,11,7,9,6
0.11,12.0,4111.21,28.55,0.08,2,13,0,78.0,228.4,342.6,1.0,2.0,17.0,2.0,1,3,0,0,46,32,9,12
0.04,15.6,2104.23,8.65,0.06,1,10,0,33.0,116.9,134.89,1.0,2.0,13.0,3.0,1,5,0,0,20,13,12,5
0.11,21.0,7029.62,15.94,0.05,0,13,0,74.0,390.53,334.74,1.0,3.0,15.0,6.0,1,11,0,0,47,27,14,9
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,22.0,2.0,1,3,0,0,0,0,0,0
0.05,7.33,1045.91,19.45,0.14,2,13,0,33.0,58.11,142.62,1.0,2.0,17.0,2.0,1,3,0,0,21,12,11,9
0.31,31.0,28567.08,29.73,0.03,8,34,9,165.0,1587.06,921.52,3.0,5.0,53.0,8.0,1,15,0,0,103,62,24,24
0.05,5.45,787.8,26.48,0.18,2,8,1,34.0,43.77,144.43,1.0,2.0,14.0,2.0,1,3,0,0,19,15,8,11
0.55,36.22,60192.39,45.88,0.03,3,52,2,273.0,3344.02,1661.88,16.0,9.0,59.0,21.0,1,41,0,0,163,110,27,41
0.06,17.33,2871.6,9.56,0.06,0,11,0,39.0,159.53,165.67,1.0,2.0,11.0,3.0,1,5,0,0,23,16,13,6
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,18.0,5.0,1,9,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,3.0,29.0,5.0,1,9,0,0,0,0,0,0
0.29,20.85,18142.68,41.72,0.05,6,37,12,167.0,1007.93,869.98,1.0,1.0,57.0,3.0,1,5,0,0,90,77,13,24
0.12,22.75,8377.48,16.19,0.04,1,17,0,73.0,465.42,368.24,3.0,2.0,20.0,4.0,1,7,0,0,47,26,21,12
0.11,29.0,9795.15,11.65,0.03,3,28,0,81.0,544.18,337.76,3.0,3.0,36.0,7.0,1,13,0,0,52,29,12,6
0.08,11.25,2819.56,22.28,0.09,5,20,0,59.0,156.64,250.63,1.0,3.0,29.0,3.0,1,5,0,0,34,25,9,10
0.02,5.6,301.14,9.6,0.18,1,4,0,15.0,16.73,53.77,1.0,2.0,7.0,2.0,1,3,0,0,7,8,7,5
0.08,11.82,2817.67,20.17,0.08,2,11,0,52.0,156.54,238.42,1.0,2.0,15.0,2.0,1,3,0,0,32,20,13,11
0.01,2.0,54.0,13.5,0.5,0,2,0,9.0,3.0,27.0,1.0,1.0,4.0,1.0,1,1,0,0,5,4,4,4
0.18,17.0,8944.63,30.95,0.06,3,36,2,101.0,496.92,526.15,3.0,2.0,46.0,7.0,1,13,0,3,61,40,17,20
0.22,36.0,24189.7,18.66,0.03,2,23,0,131.0,1343.87,671.94,6.0,5.0,27.0,11.0,1,21,0,0,83,48,21,14
0.25,38.5,28861.11,19.47,0.03,2,23,0,145.0,1603.39,749.64,6.0,5.0,27.0,11.0,1,21,0,0,90,55,21,15
0.28,40.69,33701.58,20.36,0.02,2,25,0,159.0,1872.31,828.3,6.0,5.0,29.0,11.0,1,21,0,0,97,62,21,16
0.42,51.25,64172.3,24.43,0.02,2,41,2,228.0,3565.13,1252.14,6.0,6.0,47.0,14.0,1,27,0,0,146,82,25,20
0.23,31.89,21879.7,21.51,0.03,3,25,0,136.0,1215.54,686.04,6.0,5.0,30.0,11.0,1,21,0,0,89,47,19,14
0.19,31.54,18136.54,18.23,0.03,2,23,0,114.0,1007.59,575.06,6.0,5.0,27.0,11.0,1,21,0,0,73,41,20,13
0.02,7.0,465.07,9.49,0.14,0,6,1,20.0,25.84,66.44,1.0,2.0,9.0,2.0,1,3,0,0,14,6,7,3
0.07,8.18,1626.62,24.3,0.12,1,12,3,46.0,90.37,198.81,1.0,4.0,18.0,4.0,1,7,0,0,26,20,9,11
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,1.0,1.0,4.0,1.0,1,1,0,0,4,3,4,3
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,14.0,2.0,1,3,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,4.0,35.0,5.0,1,9,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,4.0,92.0,16.0,1,31,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6.0,3.0,54.0,17.0,1,33,0,0,0,0,0,0
0.06,5.63,938.86,29.67,0.18,0,9,0,38.0,52.16,166.91,1.0,2.0,11.0,2.0,1,3,0,0,23,15,9,12
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1,1,0,0,0,0,0,0
0.06,15.75,2669.82,10.76,0.06,0,13,0,49.0,148.32,169.51,1.0,4.0,15.0,4.0,1,7,0,0,31,18,7,4
0.08,12.83,3161.49,19.2,0.08,3,18,3,57.0,175.64,246.35,1.0,2.0,26.0,5.0,1,9,0,0,36,21,11,9
0.04,12.25,1567.99,10.45,0.08,0,10,0,37.0,87.11,128.0,1.0,3.0,12.0,3.0,1,5,0,0,23,14,7,4
0.21,27.6,17672.26,23.2,0.04,3,35,0,118.0,981.79,640.3,7.0,3.0,40.0,7.0,1,13,0,0,70,48,23,20
0.07,20.43,4502.83,10.79,0.05,5,19,0,51.0,250.16,220.42,4.0,2.0,26.0,6.0,1,11,0,0,29,22,13,7
0.11,23.64,7962.74,14.25,0.04,6,17,0,68.0,442.37,336.89,5.0,2.0,25.0,7.0,1,13,0,0,42,26,20,11
0.07,12.6,2697.06,16.99,0.08,1,19,0,48.0,149.84,214.05,1.0,2.0,22.0,3.0,1,5,0,0,27,21,12,10
0.16,25.44,12281.46,18.98,0.04,2,27,0,92.0,682.3,482.81,6.0,3.0,31.0,6.0,1,11,0,0,55,37,22,16
0.13,15.88,6194.12,24.56,0.06,5,19,0,78.0,344.12,390.0,3.0,4.0,26.0,6.0,1,11,0,0,42,36,15,17
0.15,17.27,7884.83,26.45,0.06,3,23,4,94.0,438.05,456.65,7.0,7.0,32.0,7.0,1,13,0,0,57,37,14,15
0.16,16.63,7749.82,28.04,0.06,3,23,4,95.0,430.55,466.15,7.0,7.0,32.0,7.0,1,13,0,0,57,38,14,16
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,16.0,3.0,1,5,0,0,0,0,0,0
0.12,20.58,7240.15,17.09,0.05,1,16,0,71.0,402.23,351.75,5.0,3.0,19.0,5.0,1,9,0,0,45,26,19,12
0.11,23.32,8009.38,14.73,0.04,1,18,0,70.0,444.97,343.48,4.0,2.0,21.0,5.0,1,9,0,0,43,27,19,11
0.18,20.7,11080.47,25.86,0.05,4,21,7,102.0,615.58,535.29,1.0,3.0,32.0,5.0,1,9,0,0,56,46,18,20
0.01,4.0,164.84,10.3,0.25,0,8,0,13.0,9.16,41.21,1.0,2.0,11.0,2.0,1,3,0,1,9,4,6,3
0.03,5.83,466.67,13.71,0.17,1,6,0,20.0,25.93,80.0,3.0,2.0,10.0,3.0,1,5,0,0,13,7,10,6
0.02,5.25,369.2,13.4,0.19,1,7,0,18.0,20.51,70.32,3.0,2.0,11.0,3.0,1,5,0,0,11,7,9,6
0.25,35.85,26903.76,20.93,0.03,7,37,18,141.0,1494.65,750.39,5.0,2.0,65.0,9.0,1,17,0,1,88,53,23,17
0.08,4.59,1141.53,54.22,0.22,2,7,0,55.0,63.42,248.8,1.0,1.0,11.0,1.0,1,1,0,0,29,26,6,17
0.06,4.38,745.02,38.75,0.23,3,9,0,40.0,41.39,169.92,1.0,1.0,14.0,1.0,1,1,0,0,21,19,6,13
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1,1,0,0,0,0,0,0
0.36,27.65,29966.68,39.19,0.04,8,46,0,185.0,1664.82,1083.73,7.0,4.0,56.0,12.0,1,23,0,0,113,73,26,33
0.33,39.27,38954.7,25.26,0.03,17,35,0,195.0,2164.15,992.06,1.0,6.0,54.0,11.0,1,21,0,0,133,62,19,15
0.03,7.2,586.15,11.31,0.14,1,9,0,22.0,32.56,81.41,1.0,2.0,13.0,2.0,1,3,0,0,13,9,8,5
0.08,19.5,4663.99,12.27,0.05,5,14,0,72.0,259.11,239.18,1.0,1.0,22.0,1.0,1,1,0,0,46,26,6,4
0.21,28.42,17581.1,21.77,0.04,3,35,0,114.0,976.73,618.59,6.0,3.0,41.0,7.0,1,13,0,0,69,45,24,19
0.05,5.73,841.6,25.66,0.17,1,5,0,34.0,46.76,146.95,1.0,2.0,9.0,2.0,1,3,0,1,20,14,9,11
0.02,5.0,253.59,10.14,0.2,1,3,1,16.0,14.09,50.72,1.0,1.0,7.0,1.0,1,1,0,0,11,5,6,3
0.25,25.77,19476.81,29.32,0.04,5,40,10,142.0,1082.04,755.71,1.0,4.0,55.0,8.0,1,15,0,0,79,63,18,22
0.12,20.18,7212.2,17.71,0.05,5,19,0,79.0,400.68,357.36,1.0,4.0,26.0,4.0,1,7,0,0,42,37,12,11
0.06,8.33,1380.58,19.88,0.12,4,8,1,39.0,76.7,165.67,1.0,1.0,15.0,2.0,1,3,0,0,24,15,10,9
0.1,19.55,5856.36,15.32,0.05,3,17,0,63.0,325.35,299.56,4.0,2.0,22.0,4.0,1,7,0,0,40,23,17,10
0.06,8.89,1510.37,19.12,0.11,2,17,0,40.0,83.91,169.92,1.0,2.0,21.0,4.0,1,7,0,0,24,16,10,9
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.0,9.0,87.0,16.0,1,31,0,0,0,0,0,0
0.02,7.5,400.05,7.11,0.13,2,4,3,19.0,22.22,53.34,1.0,1.0,11.0,1.0,1,1,0,0,13,6,5,2
0.11,22.31,7045.89,14.15,0.04,3,15,2,68.0,391.44,315.78,1.0,2.0,22.0,3.0,1,5,0,0,47,21,17,8
0.1,18.55,5795.05,16.85,0.05,2,18,0,65.0,321.95,312.48,4.0,2.0,22.0,4.0,1,7,0,0,41,24,17,11
0.06,17.5,3390.24,11.07,0.06,3,11,0,56.0,188.35,193.73,1.0,1.0,17.0,1.0,1,1,0,0,36,20,7,4
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,3.0,22.0,3.0,1,5,0,0,0,0,0,0
0.07,15.0,3241.45,14.41,0.07,1,19,0,50.0,180.08,216.1,5.0,2.0,24.0,5.0,1,9,0,0,30,20,12,8
0.02,3.5,213.31,17.41,0.29,0,7,0,17.0,11.85,60.94,1.0,2.0,9.0,2.0,1,3,0,0,10,7,6,6
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9.0,7.0,31.0,9.0,1,17,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9.0,7.0,31.0,9.0,1,17,0,0,0,0,0,0
0.67,50.0,99907.6,39.96,0.02,12,49,7,366.0,5550.42,1998.15,1.0,4.0,71.0,4.0,1,7,0,1,191,175,16,28
0.37,34.04,37937.06,32.72,0.03,2,40,0,208.0,2107.61,1114.37,1.0,5.0,44.0,6.0,1,11,0,0,121,87,18,23
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,44.0,33.0,363.0,72.0,1,143,0,0,0,0,0,0
0.03,5.71,558.13,17.09,0.18,1,6,0,25.0,31.01,97.67,1.0,1.0,9.0,1.0,1,1,0,0,15,10,8,7
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9.0,3.0,60.0,10.0,1,19,0,0,0,0,0,0
0.1,13.75,4249.68,22.48,0.07,1,16,0,65.0,236.09,309.07,4.0,3.0,19.0,5.0,1,9,0,0,43,22,15,12
0.01,2.0,69.74,17.43,0.5,0,2,0,11.0,3.87,34.87,1.0,1.0,4.0,1.0,1,1,0,0,6,5,4,5
0.01,2.0,69.74,17.43,0.5,0,2,0,11.0,3.87,34.87,1.0,1.0,4.0,1.0,1,1,0,0,6,5,4,5
0.67,15.21,30758.43,133.01,0.07,21,63,28,330.0,1708.8,2022.66,1.0,1.0,114.0,1.0,1,1,0,0,183,147,12,58
0.47,13.0,18199.13,107.69,0.08,16,45,17,237.0,1011.06,1399.93,1.0,1.0,80.0,1.0,1,1,0,0,133,104,12,48
0.4,21.65,25656.31,54.75,0.05,8,39,10,210.0,1425.35,1185.21,1.0,3.0,60.0,4.0,1,7,0,0,118,92,16,34
0.38,19.0,21869.29,60.58,0.05,12,51,14,205.0,1214.96,1151.02,1.0,5.0,79.0,5.0,1,9,0,0,110,95,14,35
0.67,30.85,61570.81,64.69,0.03,15,53,18,329.0,3420.6,1995.74,6.0,6.0,89.0,7.0,1,13,0,0,184,145,20,47
0.41,13.02,16014.6,94.47,0.08,13,44,8,205.0,889.7,1230.0,7.0,7.0,67.0,7.0,1,13,0,0,112,93,14,50
0.84,25.66,64955.35,98.68,0.04,34,81,14,395.0,3608.63,2531.71,1.0,5.0,132.0,5.0,1,9,0,0,204,191,18,67
0.12,6.81,2433.51,52.54,0.15,4,18,3,77.0,135.19,357.58,1.0,2.0,29.0,2.0,1,3,0,0,42,35,7,18
0.08,12.38,3121.04,20.35,0.08,4,13,0,53.0,173.39,252.01,1.0,2.0,19.0,3.0,1,5,0,0,30,23,14,13
0.05,5.82,865.03,25.55,0.17,1,9,0,35.0,48.06,148.68,1.0,2.0,12.0,2.0,1,3,0,0,19,16,8,11
0.11,15.69,5390.03,21.89,0.06,1,21,0,70.0,299.45,343.48,3.0,4.0,24.0,8.0,1,15,0,0,46,24,17,13
0.01,3.0,124.54,13.84,0.33,0,3,0,12.0,6.92,41.51,1.0,1.0,5.0,1.0,1,1,0,0,7,5,6,5
0.11,15.0,4864.96,21.62,0.07,3,15,0,69.0,270.28,324.33,1.0,2.0,20.0,5.0,1,9,0,0,39,30,13,13
0.06,13.93,2407.93,12.41,0.07,2,15,0,40.0,133.77,172.88,1.0,2.0,19.0,4.0,1,7,0,0,25,15,13,7
0.05,11.0,1651.29,13.65,0.09,4,16,3,36.0,91.74,150.12,1.0,3.0,25.0,3.0,1,5,0,0,22,14,11,7
0.1,28.57,8271.66,10.13,0.04,2,27,0,64.0,459.54,289.51,1.0,1.0,31.0,6.0,1,11,0,0,39,25,16,7
0.3,24.85,22378.03,36.25,0.04,10,54,8,164.0,1243.22,900.66,5.0,9.0,74.0,10.0,1,19,0,0,96,68,19,26
0.03,5.5,484.0,16.0,0.18,1,6,0,22.0,26.89,88.0,1.0,1.0,9.0,2.0,1,3,0,0,17,5,11,5
0.02,5.25,308.75,11.2,0.19,0,6,0,17.0,17.15,58.81,1.0,2.0,8.0,2.0,1,3,0,0,11,6,7,4
0.03,7.0,642.17,13.11,0.14,2,6,0,22.0,35.68,91.74,3.0,1.0,10.0,3.0,1,5,0,0,15,7,12,6
0.08,14.62,3599.57,16.83,0.07,0,17,3,53.0,199.98,246.12,1.0,3.0,22.0,3.0,1,5,0,0,26,27,13,12
0.06,12.22,2165.77,14.5,0.08,2,14,0,41.0,120.32,177.2,1.0,3.0,18.0,4.0,1,7,0,0,21,20,11,9
0.02,5.25,349.69,12.69,0.19,1,7,0,18.0,19.43,66.61,1.0,2.0,10.0,2.0,1,3,0,0,9,9,7,6
