Halstead_n,Halstead_v,Halstead_l,Halstead_d,Halstead_i,Halstead_e,Halstead_b,Halstead_t,Halstead_lOCode,Halstead_lOComment,Halstead_lOBlank,SOFTWARE,defects
37.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8,0,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
41.0,190.4,0.16,6.29,30.29,1196.79,0.06,66.49,10,1,3,1,0
88.0,447.7,0.09,11.76,38.06,5265.77,0.15,292.54,23,3,8,1,0
133.0,702.96,0.03,29.12,24.14,20468.5,0.23,1137.14,35,2,5,1,0
58.0,278.83,0.08,13.33,20.91,3717.69,0.09,206.54,13,0,3,1,0
290.0,1719.91,0.03,31.24,55.06,53725.81,0.57,2984.77,65,0,3,1,0
74.0,382.57,0.09,11.2,34.16,4284.83,0.13,238.05,22,0,2,1,0
92.0,475.63,0.09,11.45,41.52,5448.16,0.16,302.68,34,0,2,1,0
34.0,155.89,0.12,8.4,18.56,1309.47,0.05,72.75,14,0,2,1,0
104.0,549.68,0.11,9.11,60.33,5008.21,0.18,278.23,26,6,5,1,0
32.0,138.3,0.17,6.0,23.05,829.81,0.05,46.1,7,0,2,1,0
52.0,255.16,0.1,10.29,24.81,2624.49,0.09,145.8,15,0,3,1,0
48.0,233.18,0.08,12.31,18.95,2869.95,0.08,159.44,12,0,4,1,0
64.0,314.04,0.1,10.06,31.21,3160.04,0.1,175.56,25,2,4,1,0
40.0,178.38,0.13,7.5,23.78,1337.83,0.06,74.32,8,0,3,1,0
157.0,851.92,0.05,18.37,46.37,15650.15,0.28,869.45,49,2,5,1,0
132.0,756.09,0.08,12.04,62.79,9104.53,0.25,505.81,45,5,11,1,0
106.0,571.59,0.08,12.62,45.31,7210.77,0.19,400.6,34,2,7,1,0
46.0,216.22,0.11,9.0,24.02,1945.98,0.07,108.11,13,2,4,1,0
43.0,191.76,0.13,8.0,23.97,1534.04,0.06,85.22,9,0,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
52.0,241.48,0.13,7.86,30.73,1897.35,0.08,105.41,11,0,2,1,0
38.0,174.23,0.08,12.5,13.94,2177.86,0.06,120.99,15,0,3,1,0
92.0,479.27,0.07,14.03,34.17,6721.76,0.16,373.43,39,6,4,1,0
42.0,195.04,0.1,9.55,20.43,1861.76,0.07,103.43,16,1,3,1,0
23.0,94.01,0.2,5.0,18.8,470.06,0.03,26.11,11,0,3,1,0
28.0,118.94,0.15,6.86,17.35,815.6,0.04,45.31,14,0,3,1,0
40.0,178.38,0.13,7.5,23.78,1337.83,0.06,74.32,8,0,2,1,0
43.0,191.76,0.13,8.0,23.97,1534.04,0.06,85.22,9,0,2,1,0
144.0,824.82,0.04,27.44,30.05,22636.74,0.27,1257.6,30,0,3,1,0
165.0,865.91,0.05,20.13,43.03,17426.4,0.29,968.13,52,0,7,1,0
35.0,143.06,0.3,3.33,42.92,476.87,0.05,26.49,15,0,0,1,0
16.0,55.35,0.24,4.2,13.18,232.47,0.02,12.92,3,0,0,1,0
29.0,123.19,0.13,7.56,16.29,931.62,0.04,51.76,13,0,3,1,0
37.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8,0,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
38.0,171.9,0.13,7.64,22.51,1312.66,0.06,72.93,8,0,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
44.0,204.33,0.15,6.68,30.59,1364.63,0.07,75.81,10,1,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
39.0,178.81,0.12,8.27,21.61,1479.28,0.06,82.18,9,0,2,1,0
61.0,299.32,0.06,15.43,19.4,4618.09,0.1,256.56,16,0,5,1,0
32.0,121.84,0.24,4.17,29.24,507.65,0.04,28.2,6,6,5,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
28.0,114.45,0.18,5.63,20.35,643.78,0.04,35.77,11,2,0,1,0
69.0,338.58,0.11,9.26,36.55,3136.28,0.11,174.24,20,5,6,1,0
19.0,72.34,0.22,4.5,16.07,325.53,0.02,18.08,8,0,0,1,0
113.0,601.38,0.05,20.45,29.41,12296.59,0.2,683.14,36,4,3,1,0
33.0,137.61,0.12,8.64,15.92,1189.32,0.05,66.07,10,0,3,1,0
146.0,824.0,0.06,18.08,45.57,14898.51,0.27,827.69,43,0,6,1,0
151.0,864.92,0.05,19.69,43.93,17028.03,0.29,946.0,42,0,6,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
70.0,361.89,0.07,13.97,25.9,5055.88,0.12,280.88,28,0,4,1,0
123.0,717.45,0.07,14.32,50.09,10276.92,0.24,570.94,47,0,4,1,0
32.0,121.84,0.24,4.17,29.24,507.65,0.04,28.2,6,6,5,1,0
43.0,191.76,0.13,8.0,23.97,1534.04,0.06,85.22,9,0,2,1,0
110.0,573.04,0.05,19.55,29.31,11202.93,0.19,622.38,30,5,7,1,0
32.0,121.84,0.24,4.17,29.24,507.65,0.04,28.2,6,6,5,1,0
120.0,638.63,0.04,27.5,23.22,17562.36,0.21,975.69,33,2,7,1,0
92.0,451.43,0.06,17.0,26.55,7674.38,0.15,426.35,35,1,5,1,0
237.0,1330.69,0.03,31.13,42.75,41417.61,0.44,2300.98,65,5,11,1,0
63.0,306.05,0.06,17.0,18.0,5202.9,0.1,289.05,24,1,4,1,0
93.0,484.48,0.07,14.45,33.53,7000.72,0.16,388.93,37,3,6,1,0
42.0,195.04,0.11,9.21,21.18,1796.01,0.07,99.78,17,0,3,1,0
42.0,195.04,0.08,12.0,16.25,2340.5,0.07,130.03,18,0,2,1,0
42.0,195.04,0.07,14.88,13.11,2901.25,0.07,161.18,15,0,2,1,0
63.0,306.05,0.06,17.0,18.0,5202.9,0.1,289.05,24,1,4,1,0
93.0,484.48,0.07,14.45,33.53,7000.72,0.16,388.93,37,3,6,1,0
42.0,195.04,0.11,9.21,21.18,1796.01,0.07,99.78,17,0,3,1,0
38.0,174.23,0.09,11.67,14.93,2032.67,0.06,112.93,17,0,2,1,0
36.0,158.12,0.12,8.25,19.17,1304.52,0.05,72.47,9,0,4,1,0
106.0,571.59,0.04,22.39,25.52,12800.51,0.19,711.14,31,2,3,1,0
62.0,301.19,0.07,14.88,20.25,4480.27,0.1,248.9,20,0,2,1,0
60.0,297.25,0.1,10.31,28.82,3065.41,0.1,170.3,21,3,5,1,0
76.0,386.65,0.07,15.19,25.46,5872.2,0.13,326.23,24,0,5,1,0
126.0,695.97,0.05,20.58,33.82,14323.04,0.23,795.72,33,13,7,1,0
104.0,553.48,0.06,15.95,34.69,8830.53,0.18,490.59,30,0,4,1,0
111.0,590.73,0.07,14.33,41.21,8467.19,0.2,470.4,38,0,5,1,0
123.0,667.43,0.07,14.71,45.37,9818.93,0.22,545.5,42,0,6,1,0
66.0,330.0,0.09,11.0,30.0,3630.0,0.11,201.67,24,0,3,1,0
43.0,191.76,0.13,8.0,23.97,1534.04,0.06,85.22,9,0,3,1,0
122.0,670.01,0.06,17.54,38.2,11750.88,0.22,652.83,34,0,4,1,0
141.0,795.78,0.06,17.77,44.77,14144.41,0.27,785.8,37,1,5,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
64.0,328.27,0.07,13.66,24.04,4482.99,0.11,249.06,26,0,3,1,0
127.0,743.96,0.07,14.47,51.4,10767.89,0.25,598.22,48,0,5,1,0
156.0,695.67,0.03,39.38,17.67,27392.06,0.23,1521.78,29,0,1,1,0
125.0,619.27,0.04,22.5,27.52,13933.68,0.21,774.09,41,2,4,1,0
29.0,123.19,0.13,7.56,16.29,931.62,0.04,51.76,13,0,3,1,0
43.0,197.15,0.1,10.5,18.78,2070.11,0.07,115.01,15,0,3,1,0
62.0,301.19,0.07,13.54,22.25,4077.71,0.1,226.54,24,1,4,1,0
44.0,199.04,0.11,8.73,22.81,1737.05,0.07,96.5,9,0,3,1,0
75.0,390.71,0.1,10.23,38.2,3995.89,0.13,221.99,22,1,5,1,0
37.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8,0,2,1,0
19.0,68.11,0.18,5.6,12.16,381.44,0.02,21.19,7,0,2,1,0
37.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8,0,2,1,0
276.0,1656.0,0.04,27.5,60.22,45540.0,0.55,2530.0,61,9,10,1,0
52.0,247.25,0.09,11.25,21.98,2781.61,0.08,154.53,12,0,2,1,0
58.0,278.83,0.05,18.9,14.75,5269.82,0.09,292.77,22,1,3,1,0
82.0,413.64,0.06,18.0,22.98,7445.53,0.14,413.64,23,0,5,1,0
48.0,222.91,0.16,6.33,35.2,1411.73,0.07,78.43,13,3,4,1,0
108.0,513.53,0.07,15.2,33.78,7805.62,0.17,433.65,26,6,6,1,0
42.0,189.99,0.14,7.33,25.91,1393.26,0.06,77.4,9,0,2,1,0
58.0,275.78,0.08,13.09,21.07,3610.26,0.09,200.57,16,2,3,1,0
22.0,83.76,0.16,6.3,13.3,527.7,0.03,29.32,3,0,0,1,0
19.0,68.11,0.13,7.5,9.08,510.86,0.02,28.38,3,0,0,1,0
104.0,537.67,0.07,15.2,35.37,8172.62,0.18,454.03,24,3,7,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
45.0,211.52,0.14,7.29,29.03,1541.07,0.07,85.62,10,1,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
45.0,211.52,0.14,7.29,29.03,1541.07,0.07,85.62,10,1,3,1,0
87.0,387.97,0.09,11.42,33.96,4431.82,0.13,246.21,22,4,9,1,0
27.0,108.0,0.22,4.5,24.0,486.0,0.04,27.0,13,2,3,1,0
44.0,206.82,0.1,10.23,20.22,2115.2,0.07,117.51,17,2,3,1,0
288.0,1665.03,0.03,29.82,55.84,49650.32,0.56,2758.35,64,14,11,1,0
190.0,1055.37,0.03,33.91,31.12,35790.87,0.35,1988.38,42,3,10,1,0
67.0,298.78,0.05,18.78,15.91,5610.46,0.1,311.69,15,0,3,1,0
84.0,423.73,0.06,15.83,26.76,6709.04,0.14,372.72,22,5,6,1,0
55.0,248.8,0.05,18.75,13.27,4664.92,0.08,259.16,14,1,2,1,0
41.0,174.17,0.1,9.63,18.1,1676.34,0.06,93.13,10,0,1,1,0
37.0,162.52,0.2,4.92,33.01,800.08,0.05,44.45,13,0,2,1,0
47.0,203.13,0.05,18.67,10.88,3791.77,0.07,210.65,12,0,2,1,0
32.0,138.3,0.15,6.5,21.28,898.96,0.05,49.94,9,0,1,1,0
65.0,301.85,0.06,17.25,17.5,5206.92,0.1,289.27,19,3,3,1,0
24.0,93.77,0.17,6.0,15.63,562.59,0.03,31.26,9,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
11.0,33.0,0.4,2.5,13.2,82.5,0.01,4.58,2,0,0,1,0
17.0,56.47,0.38,2.67,21.18,150.59,0.02,8.37,3,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
24.0,96.0,0.2,5.0,19.2,480.0,0.03,26.67,8,0,2,1,0
15.0,49.83,0.43,2.33,21.36,116.27,0.02,6.46,2,0,0,1,0
17.0,58.81,0.44,2.29,25.73,134.42,0.02,7.47,3,0,0,1,0
115.0,645.69,0.07,13.81,46.75,8918.62,0.22,495.48,26,1,1,1,0
22.0,81.41,0.32,3.12,26.05,254.41,0.03,14.13,5,0,0,1,0
17.0,58.81,0.44,2.29,25.73,134.42,0.02,7.47,3,0,0,1,0
15.0,51.89,0.19,5.25,9.88,272.43,0.02,15.14,0,0,0,1,0
104.0,553.48,0.06,16.26,34.04,9000.07,0.18,500.0,26,2,3,1,0
99.0,567.06,0.06,16.87,33.62,9564.48,0.19,531.36,32,0,5,1,0
18.0,66.61,0.4,2.5,26.64,166.52,0.02,9.25,4,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
147.0,853.68,0.04,22.65,37.69,19337.17,0.28,1074.29,41,0,8,1,0
18.0,66.61,0.4,2.5,26.64,166.52,0.02,9.25,4,0,0,1,0
89.0,448.95,0.09,11.14,40.29,5002.6,0.15,277.92,21,2,2,1,0
89.0,448.95,0.09,11.14,40.29,5002.6,0.15,277.92,21,5,2,1,0
89.0,448.95,0.09,11.14,40.29,5002.6,0.15,277.92,21,2,4,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,1,0,1,0
5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,1,0
8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,1,0
24.0,91.38,0.27,3.75,24.37,342.66,0.03,19.04,7,0,0,1,0
84.0,427.35,0.08,12.95,33.0,5534.14,0.14,307.45,27,2,6,1,0
54.0,225.18,0.07,15.0,15.01,3377.64,0.08,187.65,16,0,0,1,0
15.0,51.89,0.4,2.5,20.76,129.72,0.02,7.21,5,1,2,1,0
47.0,220.92,0.12,8.14,27.13,1798.93,0.07,99.94,14,2,1,1,0
12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2,0,0,1,0
15.0,55.51,0.2,5.0,11.1,277.53,0.02,15.42,2,0,0,1,0
13.0,46.6,0.22,4.5,10.36,209.72,0.02,11.65,2,0,0,1,0
13.0,44.97,0.25,4.0,11.24,179.89,0.01,9.99,2,0,0,1,0
14.0,46.51,0.4,2.5,18.6,116.27,0.02,6.46,6,1,0,1,0
447.0,2766.85,0.02,63.61,43.5,175998.75,0.92,9777.71,114,12,12,1,0
447.0,2766.85,0.02,63.61,43.5,175998.75,0.92,9777.71,114,12,11,1,0
490.0,3061.48,0.02,64.0,47.84,195935.01,1.02,10885.28,128,18,13,1,0
83.0,380.55,0.06,15.5,24.55,5898.55,0.13,327.7,26,3,3,1,0
267.0,1499.13,0.02,43.19,34.71,64740.1,0.5,3596.67,62,11,7,1,0
174.0,817.88,0.03,37.92,21.57,31011.15,0.27,1722.84,37,5,5,1,0
192.0,1138.7,0.05,19.16,59.42,21820.37,0.38,1212.24,42,10,11,1,0
267.0,1499.13,0.02,43.19,34.71,64740.1,0.5,3596.67,62,11,7,1,0
267.0,1499.13,0.02,43.19,34.71,64740.1,0.5,3596.67,62,11,7,1,0
521.0,3160.43,0.01,68.17,46.36,215448.99,1.05,11969.39,130,1,16,1,0
9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,5,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
50.0,229.25,0.2,5.0,45.85,1146.24,0.08,63.68,8,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
122.0,559.37,0.03,40.0,13.98,22374.62,0.19,1243.03,23,1,10,1,0
228.0,1213.4,0.02,40.71,29.8,49402.7,0.4,2744.59,33,1,18,1,0
61.0,293.25,0.06,16.67,17.59,4887.48,0.1,271.53,10,0,3,1,0
79.0,398.51,0.05,19.66,20.27,7833.16,0.13,435.18,16,0,4,1,0
39.0,171.3,0.09,11.33,15.11,1941.4,0.06,107.86,8,3,3,1,0
465.0,2650.7,0.01,84.0,31.56,222659.18,0.88,12369.95,62,4,14,1,0
118.0,590.0,0.05,21.62,27.29,12754.41,0.2,708.58,15,4,2,1,0
53.0,252.01,0.08,12.92,19.5,3256.73,0.08,180.93,10,2,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
100.0,508.75,0.1,10.52,48.35,5352.9,0.17,297.38,26,1,3,1,0
149.0,781.94,0.08,13.24,59.06,10353.48,0.26,575.19,31,1,7,1,0
368.0,2277.86,0.03,33.32,68.37,75892.01,0.76,4216.22,91,3,13,1,0
143.0,761.04,0.07,13.5,56.37,10273.98,0.25,570.78,43,0,5,1,0
233.0,1408.34,0.04,23.48,59.99,33065.46,0.47,1836.97,59,0,5,1,0
165.0,916.51,0.08,12.69,72.25,11626.55,0.31,645.92,44,1,6,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
116.0,574.69,0.05,20.63,27.86,11852.91,0.19,658.5,19,6,2,1,0
41.0,182.84,0.11,9.5,19.25,1736.95,0.06,96.5,16,0,2,1,0
164.0,841.2,0.04,27.91,30.14,23474.8,0.28,1304.16,14,0,1,1,0
358.0,1942.6,0.02,48.68,39.9,94569.44,0.65,5253.86,32,0,2,1,0
27.0,112.59,0.13,8.0,14.07,900.7,0.04,50.04,11,0,2,1,0
8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2,0,0,1,0
89.0,448.95,0.08,12.53,35.84,5623.7,0.15,312.43,24,2,2,1,0
19.0,70.31,0.16,6.4,10.99,449.97,0.02,25.0,3,0,1,1,0
49.0,218.51,0.08,13.0,16.81,2840.66,0.07,157.81,14,0,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
138.0,702.07,0.11,9.07,77.37,6370.63,0.23,353.92,33,1,6,1,0
51.0,230.7,0.08,12.35,18.68,2849.17,0.08,158.29,11,4,4,1,0
99.0,515.74,0.07,14.78,34.9,7621.43,0.17,423.41,36,0,11,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,4,0,0,1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
149.0,723.84,0.03,31.27,23.15,22632.04,0.24,1257.34,36,0,2,1,0
335.0,1828.91,0.03,30.57,59.83,55903.67,0.61,3105.76,53,0,11,1,0
69.0,312.13,0.05,19.5,16.01,6086.45,0.1,338.14,19,0,4,1,0
30.0,125.1,0.23,4.4,28.43,550.43,0.04,30.58,13,1,1,1,0
30.0,129.66,0.17,5.73,22.64,742.59,0.04,41.25,8,0,1,1,0
10.0,30.0,0.3,3.33,9.0,100.0,0.01,5.56,2,0,0,1,0
47.0,220.92,0.12,8.14,27.13,1798.93,0.07,99.94,8,0,2,1,0
82.0,410.0,0.08,12.83,31.95,5261.67,0.14,292.31,32,2,5,1,0
98.0,514.29,0.16,6.27,82.07,3222.93,0.17,179.05,18,5,9,1,0
61.0,283.28,0.11,9.43,30.04,2670.88,0.09,148.38,15,0,3,1,0
58.0,275.78,0.1,10.0,27.58,2757.83,0.09,153.21,14,3,2,1,0
257.0,1450.47,0.12,8.14,178.2,11806.16,0.48,655.9,40,3,10,1,0
67.0,268.0,0.08,13.0,20.62,3484.0,0.09,193.56,11,1,3,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
673.0,4082.48,0.02,64.59,63.2,263719.21,1.36,14651.07,122,8,16,1,0
74.0,363.11,0.07,14.44,25.15,5242.4,0.12,291.24,17,0,1,1,0
225.0,1306.65,0.06,18.0,72.59,23519.79,0.44,1306.65,54,1,11,1,0
369.0,1828.1,0.04,24.7,74.03,45146.08,0.61,2508.12,91,2,12,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
78.0,362.22,0.09,11.67,31.05,4225.91,0.12,234.77,14,0,4,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
40.0,183.4,0.09,10.64,17.24,1950.69,0.06,108.37,14,0,1,1,0
33.0,125.64,0.11,9.33,13.46,1172.67,0.04,65.15,8,0,1,1,0
53.0,216.64,0.1,9.78,22.16,2118.21,0.07,117.68,17,2,3,1,0
34.0,138.97,0.3,3.33,41.69,463.25,0.05,25.74,5,1,0,1,0
14.0,50.19,0.22,4.5,11.15,225.85,0.02,12.55,2,0,0,1,0
97.0,471.22,0.17,6.0,78.54,2827.34,0.16,157.07,20,1,8,1,0
20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,6,0,0,1,0
78.0,337.11,0.08,13.09,25.75,4413.08,0.11,245.17,13,0,2,1,0
42.0,171.67,0.1,10.0,17.17,1716.73,0.06,95.37,8,0,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
21.0,63.0,0.25,4.0,15.75,252.0,0.02,14.0,5,0,0,1,0
64.0,317.07,0.1,10.29,30.8,3263.94,0.11,181.33,10,1,4,1,0
65.0,318.95,0.1,9.94,32.08,3170.72,0.11,176.15,11,1,3,1,0
26.0,110.45,0.13,7.71,14.32,852.01,0.04,47.33,9,0,0,1,0
20.0,69.19,0.21,4.8,14.41,332.11,0.02,18.45,10,0,1,1,0
562.0,3666.24,0.03,37.83,96.91,138706.15,1.22,7705.9,104,5,36,1,0
89.0,463.64,0.2,4.9,94.62,2271.84,0.15,126.21,20,1,0,1,0
145.0,731.44,0.09,10.72,68.23,7841.01,0.24,435.61,28,0,9,1,0
120.0,582.96,0.06,17.87,32.61,10420.37,0.19,578.91,27,0,2,1,0
174.0,919.66,0.05,21.0,43.79,19312.86,0.31,1072.94,31,2,5,1,0
233.0,1286.99,0.04,22.67,56.78,29171.77,0.43,1620.65,46,12,10,1,0
150.0,792.81,0.12,8.2,96.65,6503.52,0.26,361.31,34,0,5,1,0
32.0,121.84,0.11,9.0,13.54,1096.52,0.04,60.92,8,2,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,1,0
45.0,206.32,0.12,8.46,24.38,1745.81,0.07,96.99,12,8,2,1,0
11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,3,0,0,1,0
148.0,782.24,0.09,11.72,66.72,9171.08,0.26,509.5,34,0,9,1,0
46.0,152.81,0.07,14.25,10.72,2177.52,0.05,120.97,10,0,0,1,0
73.0,350.94,0.06,16.67,21.06,5848.95,0.12,324.94,17,4,3,1,0
103.0,551.83,0.17,6.06,91.05,3344.41,0.18,185.8,14,0,0,1,0
14.0,44.38,0.27,3.75,11.83,166.42,0.01,9.25,3,0,0,1,0
38.0,148.46,0.14,7.0,21.21,1039.23,0.05,57.74,6,0,0,1,0
47.0,188.0,0.11,9.5,19.79,1786.0,0.06,99.22,9,9,6,1,0
82.0,283.67,0.04,28.0,10.13,7942.85,0.09,441.27,14,0,1,1,0
1002.0,6685.77,0.02,65.18,102.58,435745.07,2.23,24208.06,189,10,14,1,0
16.0,55.35,0.21,4.8,11.53,265.68,0.02,14.76,6,0,2,1,0
20.0,71.7,0.16,6.3,11.38,451.71,0.02,25.09,7,0,1,1,0
106.0,543.7,0.07,14.63,37.18,7951.67,0.18,441.76,24,0,5,1,0
402.0,2109.67,0.03,35.71,59.07,75345.25,0.7,4185.85,63,0,8,1,0
179.0,1044.08,0.03,31.03,33.65,32400.39,0.35,1800.02,50,4,8,1,0
179.0,1044.08,0.03,31.03,33.65,32400.39,0.35,1800.02,50,4,8,1,0
177.0,1018.62,0.03,29.2,34.88,29743.56,0.34,1652.42,50,4,8,1,0
7.0,18.09,0.5,2.0,9.05,36.19,0.01,2.0,3,0,0,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
85.0,399.54,0.17,6.0,66.59,2397.22,0.13,133.18,16,0,4,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
254.0,1270.0,0.03,30.38,41.8,38583.81,0.42,2143.54,41,0,4,1,0
247.0,1487.52,0.12,8.07,184.32,12004.59,0.5,666.92,71,6,10,1,0
604.0,4164.47,0.05,19.47,213.93,81068.35,1.39,4503.8,120,0,11,1,0
16.0,41.36,0.17,6.0,6.89,248.16,0.01,13.79,4,0,0,1,0
12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,3,0,0,1,0
45.0,187.65,0.25,4.04,46.46,757.8,0.06,42.1,13,0,1,1,0
16.0,41.36,0.17,6.0,6.89,248.16,0.01,13.79,4,0,0,1,0
27.0,89.69,0.12,8.25,10.87,739.96,0.03,41.11,5,0,1,1,0
113.0,605.4,0.04,24.89,24.32,15071.36,0.2,837.3,30,1,4,1,0
76.0,196.46,0.03,30.0,6.55,5893.71,0.07,327.43,16,0,1,1,0
26.0,96.21,0.18,5.57,17.27,536.04,0.03,29.78,7,0,0,1,0
119.0,610.38,0.07,15.38,39.7,9384.66,0.2,521.37,29,7,9,1,0
8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,2,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
14.0,46.51,0.19,5.25,8.86,244.16,0.02,13.56,6,0,1,1,0
15.0,51.89,0.15,6.67,7.78,345.94,0.02,19.22,4,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
17.0,60.94,0.2,4.9,12.44,298.63,0.02,16.59,3,0,0,1,0
136.0,567.11,0.04,22.4,25.32,12703.26,0.19,705.74,19,0,6,1,0
50.0,226.18,0.14,7.31,30.95,1652.84,0.08,91.82,9,11,5,1,0
13.0,41.21,0.32,3.12,13.19,128.78,0.01,7.15,5,0,0,1,0
17.0,58.81,0.14,7.0,8.4,411.67,0.02,22.87,6,0,0,1,0
16.0,44.92,0.25,4.0,11.23,179.67,0.01,9.98,4,1,0,1,0
16.0,44.92,0.25,4.0,11.23,179.67,0.01,9.98,4,1,0,1,0
17.0,58.81,0.14,7.0,8.4,411.67,0.02,22.87,6,0,0,1,0
6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,1,0
6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,1,0
17.0,51.0,0.42,2.4,21.25,122.4,0.02,6.8,5,0,0,1,0
49.0,215.22,0.14,7.38,29.14,1589.34,0.07,88.3,13,1,3,1,0
1118.0,6549.22,0.01,120.53,54.34,789353.69,2.18,43852.98,203,8,59,1,0
31.0,126.71,0.18,5.63,22.53,712.75,0.04,39.6,5,0,3,1,0
61.0,232.25,0.08,13.0,17.87,3019.23,0.08,167.74,14,0,3,1,0
64.0,202.88,0.07,15.0,13.53,3043.13,0.07,169.06,13,0,4,1,0
53.0,216.64,0.36,2.79,77.77,603.48,0.07,33.53,14,0,1,1,0
37.0,103.87,0.07,15.0,6.92,1558.08,0.03,86.56,5,0,0,1,0
37.0,157.17,0.09,11.0,14.29,1728.91,0.05,96.05,11,0,1,1,0
56.0,266.27,0.06,18.18,14.65,4841.34,0.09,268.96,13,0,1,1,0
70.0,302.53,0.09,11.0,27.5,3327.88,0.1,184.88,17,4,5,1,0
41.0,182.84,0.18,5.71,32.0,1044.78,0.06,58.04,13,0,3,1,0
